Coment,Status
perementa lakja karanava a meneha asaran menessu kohharaennvada ganu adum natuva natanava,Offensive 
wesa gehenu waga hsirenne wal belliyo hora beranna gihin thopila katta kapiyaw  👍,Hate
oka ge amma kauda balo gedaratta genalla mewage deyak karanakan balan hittiyada,Offensive 
cricket kridawa kawe oi thirisana oi putuwa deehan sangata un dawiwaru yakooo,Offensive 
raththaran newei diyamanthi hari kamak na ape gedara chandayaka watinakama laksha dekai,Neutral 
may ayata tamai kiyanne minis wesin inna deviwaru kiyala budu saranai obata,Neutral 
mewa dekkahama mage papuwa pelenawa gage sansara gamanata yanna kauruth kemati nehe,Neutral 
mole tikak thiyanava neda aulak okkoma pili gani add akak kiyala arakath,Neutral 
a thama abhimanaya e ka police mahath horunta denna kramayak ne ne,Neutral 
me gani baudayak nawe wanna ati aki ape hamudaruwonta mewage dayak kare,Offensive 
maru wede ohoma wenna one pansalata wela banak bawanawak karan inne netuwa,Hate
aka mach akak gahala aye noga binduwata yanawa okawa aliye thiyaganna one,Offensive 
heshitha thooo ponnayek huthooooooo tho hamadama kare gon badu pom karana ekane ,Offensive 
ara ponnaya cam eka ussan passen yanne nikam pitasakwala jiviyek allan van ekata dagaththa wage,Offensive 
hodai wage inna wesiyanta wada thman ganikawak kiyana kena watimwa,Hate
adoo rajapakshalage kunuguu kana thirisan ponnayaa addmin wachanayen wachane edit set wemu very very soon  🖕 🖕 🖕 🖕,Offensive 
ma wiyadam kara gena uma upan dina pati gannawa maru,Neutral 
meaki ganikawak newea ganikawanta ballo hukannea nehanea meakita balloth hukanawanea,Hate
ohoma kalama lanai hamba wenawada and manda me taram moda,Neutral 
kwda me lat roy kiyana ekaa lat hoodana ekek da,Offensive 
api thathala nathuwa duk wenwa me kalaknni thaththala idala salakanne,Offensive 
boya apearatea ranakurin liyaweanawa mathmayo seama police niladariyakutama adarsayak samastha polisciyatama gurawayak obata ajaramara niwansuwa,Neutral 
maruna data pansakule denna sagaruwanata aradana karnna puluwanda raddak adagena,Neutral 
hodai eka katath thiyenne eka nithiya president unath nithiya ekai,Neutral 
ambo ai bn rashmi ubaga waradi wahaganda anunwa ahu ksranni ,Neutral 
oya hoda velavata atta pennuve aiye nattan apith ravatila hitiye  🙊 🔥 ,Neutral 
ane a akkige number aka awnnakoo paw nee a akkiyaa ,Neutral 
ha kiyapan bn ohey  🤣 🤣 🤣 like ekak dagena yanna ha nam ,Neutral 
heshitha umba hondha anagathayak thiyena kollek mewage gonhutthiyo foam karanna gihin balu venna epa kollo ,Offensive 
buuwalikada kiyana namama buuwali asithawa sambandayak tiyanawa ehema eke stira polawaknatibawa tamai hitenne,Offensive 
awejatheka sakkilli desaddrohi muuledarme waadiin ape raten whame panna damenu mun sakkilli jaathiyak,Offensive 
kauru kalath balu wade e manussayo ahinsaka widihata thmnge aagama adhgen idala thyenne,Neutral 
lankawe mathi amathiwaru ihala niladaree monatharam sugar daddy character karanawada ewata katha naha,Neutral 
loku horu dakkama salute gahana kattiya podi eun tikak ahuunama loku talks lajjai,Offensive 
owa age kara kara penanna epa anith daruwo haaganne kohomada meka bala aparadayak,Neutral 
hari hodai oya hemadeyakma opan man godak asai eyata hinawa kathabaha mara lassanai,Neutral 
meki dn naha bn sugar daddy kiyanne kauda kiyala balapan expressions eka ahaddi,Offensive 
me wage haal kali genalla form karanna epa hutto puka dipn gota kariyaa,Hate
mu mokekda yako ponna prashna ahanne iseella uge kata hadanna one gobba gonek,Offensive 
baba ammage hutte babala munwa hire danna bari konda pana nathi ponnayo inne,Hate
genuntath unge jaragathi pennanna hoda thothennak me pirihime doratu walin ekak eththatama unmaththakayek,Offensive 
oba wahanseta jaya sri maha bo samidu pihitai oba wahanse watina hamuduru namak,Neutral 
party eka iwara weddi aniwaryen piyumi ranjange hoda gaanaknm galawala gonja karanna athi,Offensive 
mama mechchara kal sindu ahuwa ath me wage song ekak ahuwe palaweni wathawata,Neutral 
ane mun noka nobi hari edala marila giyawe mun marunoth ratata sethak wai,Offensive 
oka karannea nathuwa kohomada ban daruwo hadenna ea manussaya kiyapu dea karela thiyenawa,Neutral 
maha iara kathawak hamadama minimaruwo dinanawa balana ayata hoda adarsayak wena katha dapalla  👹 👎,Offensive 
me aparadaya karapu papatharayage visthara danna dakka thana galgahanna ekage ammawath prasidda karanna,Offensive 
lassana teli drama ekak sumathi sammana ulelata dammanam janapriyama natya sammanaya ganna thibuna,Neutral 
dn amaruwa hoda athi pau parentsla munta thiyna gayata e minissu dn vidawanwa,Offensive 
pohottuwe horu thambi ekka giyoth gamana suba ne kelin theerana ganna gamana subay,Offensive 
ranilta sirisenata rata janatawa wedak ne kohoma hari balaya gannayi balaye innayi ona,Neutral 
kisima pilithuraka mama danne na danan hitiye nakiyana wachana thibune na kelin pilithuru,Neutral 
ane mehema randuwenawanam heta parliment yanna epa please adarshamath wennako aduma tharame lejjai,Neutral 
paw ahinsaka manussaya derana umbalama dan meka beerala deepalla nathnam derana report wei,Offensive 
buki karayonta owa dunnma u ekath wikunagena kanawa mokada munta ona kohomahari salli,Neutral 
outa wada hodai helmet nethuwa yanna komath hulan para wadinawane nawa soya ganimak,Neutral 
mewa hodata pavichchi kerapiyau moda haththa lankawe nama katha kerane moda harakta wadiyan,Offensive 
raj pakayata hena hatha gahapan kiyala hithana eun me comment ekata like karanda,Hate
yko meka magulkda pita rata wthe ohoma na ape lankawe minisu godake wenase,Offensive 
ponna wesike pakayo dannek mona vihiluda mewa mawata hodai kiyanne modayo thani kunuharpa,Hate
hati mekige baduwakd koheda hoyala kiynwako mun me gana cream eka mokkd kiyla ,Hate
lokata panna owa dana aka waradi nada akka,Neutral 
adaren duk widala idiya mata gofak aya advice dunnath oba kiwwata passai hithata danune sir thanks,Neutral 
mekita dan miniha nathuwa aduwak wena ekak ne,Offensive 
akka baba akka waga budumatha hada babak hamawai ,Neutral 
arun hattha udaha ewuntha ain weddi palleha ewuntha kiyanna thibbe nadda,Hate
ponna hutta yako me taram kalayak mekata oki kotuwakwath panala athi,Hate
kata karanna kiyala ma samihata iats kalin adare kale ai pako,Offensive 
poor pawl walata udaw karanam monawa wednawad mun salli winasa karanawa,Hate
yako me samanaya minisunta tiyena mole aime igana gaththu harakata naththe,Offensive 
okataapa dunnit gama aun akatu wala marapiyau oka ga ata talapiyau,Hate
mama wage amma kenek nm kali kapanawa balu wada karanawa balo,Hate
uthum pinwath suwamin wahanse dayada kala meniyan hata pin aithi wethwa,Neutral 
edath train eke hitapu e mahathwaru eyata epa kiyala elewwe na,Neutral 
oka hadanna patagannkota epa kiyala natapu aya akka inna hoda porata,Neutral 
meki vedio aka dila thiyena kollage hariya nama vath danne ne ,Neutral 
ana pako wesiyanwa sudda karanna epa uba neda pool eka lolla  🖕 😂 😂 ,Hate
thada awwe redi welanne na podi ayage mada awwe welanna oni ,Neutral 
dasun ayyage story eka neda godak dukai eth of luck rap eka nam maru  👌 👌 👌 👌,Neutral 
ubala vahane ganna welawe ekkektawat beri wunada e minissunta call ekk hari dila kiyanna,Neutral 
dan wath siyalu aayathana wala sanitizer saban saha masks wani siyalu kriyaa maarga pilipadinu,Neutral 
mun anga vikunanne unge asvata nemei un horen kararth balu media;s tika athal gannawa,Offensive 
ane manda chather body ekak tiyenne meka mokekkda yako ammo mu nikan pysco wage,Neutral 
pinsidda wei adala baladarini mun ath adanguwata gannamewage chanel gini thiyala danna mun ekkama,Hate
ane deiyane me ganunta mona welada redi nathuwa natana katha ai mehema samaje pirihila,Offensive 
kanawandum wesiyo okun thama rata kawe kunu wela marenne hiv athi yana un balagena,Hate
garu janadipathi thumani karunakarala stf ekata denna me parikshana ehenam un ochara natan ne,Neutral 
kri hmbayonwa ape raten thurn krla dnna ony nttm issrhata mulu ratma alla gani,Offensive 
ana abiman uba hodai gon badina kanuwaka badinna ara minimaru pujata rawatila passan yanawata,Offensive 
nuugath sadachara kamak nethi un balayata apuwahama mewage dewal athi wenawa upekshawen bala idimu,Offensive 
ubatath oi udaw karapu anith ayatath godak pin mchn respect mchn sirawatama adarei mchn,Neutral 
ahpu lassana sinduwak hoda nirmanyak harsha aiye digatma oywage wenas nirmana karna jaya wewa,Neutral 
monaada malli me joka gahala hukana seen danne gihilla hukaganin ponna pakaya,Hate
smokioge rap eka witharai hariyata ahnna puluwn shik oya acressge nama mokkda bn hati ekige,Neutral 
thats the way of piyumi finally karu found his choice nothing special of this song,Neutral 
giniym ra nima wenne na k thuru wela yamu pa wela dakkwa,Neutral 
oya bdsm wage wikruthi dewal balana unuth kawadahari mewage aparada karanna bari na  😏 😏manasikayone itin,Neutral 
owa tv wala pennanna one na neh umbala okkoma badu gahanawa neh 🖕,Hate
oya hukawapuwa tiyenne dan thu nodakin demala wesi thota ohommamai wenna one,Hate
rayan ponnayek vage owunge rassawa prostitute tamai ubarh kudu gahala ahuwuwunaw ne val program e,Offensive 
gon bdu tikta mehema wiydm nokra duppt ayta me salli walin deyk krnm kochchra hodda,Hate
me hukana balliyonge huththe video dana paka haththa maka bawila pala huththige kari paka wesiyo,Hate
munta miniho natuwa ati hitiyat un ponnayo wenna ati,Offensive 
song ek elll mn hithnne st time music vedio ek mek thamaaaaaaaaaa,Neutral 
munta polu parawal denne nathuwa monawa karanawada waradi wadath karala thirisan saththu,Hate
para thambi geenu mun balahallako ape sinhala kanthawo hodaine yaku police elluwama sadda nokara yanawa,Offensive 
un like karapu unge ammatath mu hukanna ethi kiyala mata witharada hithenne,Hate
ekane mama oya hinen awith kiyana ewwa gangnne natte 🤣 🤭,Neutral 
kisi prasnaya nahe ape rate salli thiyenawa kabasiniya karanna thawa one tharam,Neutral 
mokakda wede kohomada sambannda wenne kohedida honda deyaknam ekenma ennam please details,Neutral 
ape minissu nm ithin match eka balala ginna niunatath passe ethanata yanne,Neutral 
vedi thiyaddi duwan awilla ussan yanna baane anee manda caption daaddi poddak kalapana karala daanna,Neutral 
puhunwak denna kalin padiya wedi karanna kiyapiyau neththam ape sakkuwata thamai prashne,Neutral 
kohomath kattitama ona une oyawa sathutui karanna misak rata jathiya rakagana novena bawa api dannawa,Neutral 
me manussaya me thenata awa vidiha gena me video balapu ayata kisima prashnayak nethuwa ethi,Neutral 
gon gahak so but so but onada bn e,Neutral 
lankawe supirima weddo thamai mey program eka organise karannet sahabaagi wennet video editing international level,Neutral 
oya wage unge nila adum galawala gedara yawanna ona rajakariya karanna barinam 😈 😈 😈 😈,Hate
 🥺 🥺 🥺 ale manda ane me ara balliyonge minmen hama kellakwama maninna epa haloo ,Offensive 
ane manda dan kaaale lamai apita  k kaale tipitip kaka cartoon baluwa  😅 😌 ,Neutral 
akamathima kenek wadakata athi ka video akak danne naaa ,Neutral 
ane plz bn gedarata wela amma dena deyak kala gedarata wela idapn ,Neutral 
what is brandix hr doing brandix is responsible spreading virus must take hr manager into jail,Offensive 
oya wage honda minissu thamai apita one sanga i am your big fan best of luck,Neutral 
sri lankawe models la na ahempitimma inne monawath karaganna deayak nathuwa jiwithe gon badu model vimai,Hate
phi mokada karanne e lamayata corona nam buuruwo wage rajaye sewakayo wada karanna epa maanushika weyalla,Hate
aka aka huthtala kiyana aka ahanna apa iraj ayye oya yaba gamana yanna 👌 👍 💯,Neutral 
hadawatha mohothakata newathuna niwan suwa oba thidenata mewan akal maranayak kisi kaleka nowewa,Neutral 
anae boru kata karapu wele keghnna tibuna kata hari call kara kara hitiye,Neutral 
sugar daddy hode salli kareyek wenne athi meki ute hode sudde danewa athi 😂 😂 😂 😂 😂 😂 😂,Neutral 
lankawata inna lokuma bombe uba tma eka piligtta eka loku deyk thuu nodaki,Offensive 
lankawa kohetda yanne kiyala hithaganna puluwan lankawe podi ekek ta balanna puluwanda mewa,Neutral 
patta vesi tho lankawatama saapayak bola wall belli patta huththi patta vesi huththi,Hate
keri tambi weesawonge ganakama puke arala ganna one baluweda karala tawa ragannat enawa,Hate
mun gawata yana unta gahanna ony lamai nithikaran karana kramakda dannawane paugia kaly,Offensive 
lankawe niti wala durwala kama ha durwala palakayan rajaya palanaya kirime pala vipaka,Offensive 
desapaluwo uthsawa weleta awasa na penawane parlimenthuwe hati in thaneketa awath nagitinna epa,Neutral 
ehema innawanam koitharam hodaida hamadema parliment eke unata nikam pitathadi yaluwo dakimath sathutak,Neutral 
lakawa dawasen dawasa wala pallata yanne mewan akalpa athi minisun bihi nowena nisa,Neutral 
hari ithin ehe wage president ekenk innawanam akuratama raja kari karanna eka mokakda,Neutral 
hithanna apa mehema thama rata sanwardanaya karanne pathwena anduwata godak wada thiyenawa danatama,Neutral 
kalakanni ballone thopita rata hadanna oninam mokatada pil bedili ekathuwela hadapiyauko para ballo,Hate
page ekakata puluwnnlu banala player kenek hadana ithin diyunu weida lankawa sigithi page,Offensive 
mona daksatawayak tibbath wedak na nihatamani kamay manussakamay hadaganna bari nan wedak na,Neutral 
lankawe cricket nathi karalama danna barida munta rate salli kochara winasa kara awada,Offensive 
nadakin kalakanni mun thamth hadila ne mun haden jathiyk neme,Hate
ranja wage ekek aniwa inna one nathan athal ekak na 😂 😂,Neutral 
menna kello ekata lankaw aun munge age idamma loku kama,Neutral 
eka ekkenaga lanu kanna epa just support someone who really loves sri lanka for example nagananda kodithuwakku,Neutral 
attha thamai thopita wahna ballo arnna ynna thibbnma thopita kiynna beri unda thopi sakkili,Hate
allapu gedara miniya nidaganne netiwa pandara toch eka gagena monawa karada danne ne ne,Neutral 
ane me daruwo hamotama ikman suwaya labennath aarakshaa wennath pathanawa dewi pihitai theruwan saranayi,Neutral 
janadipathi thumani ko nithiya ballata demmada oyatath rata palane karanna berinam damala gahala yanna,Offensive 
aneeee geeeeeniye nikan lorry talks denna epa idakin thopiwa kauda ganan ganne appiriyaiiii dakiddima  🤮,Hate
mevath boeuda hiruni kooovesiye u n p karayante salli dila katha pavathvana neda babaaaa,Offensive 
ane godak lassani ane hamduruwane godak hodai a weda piliwala oba wahanse godak buddimat,Neutral 
me ganika partiyakneda edum nethuwa netuwanam godaak hodai serama kalatharu namin peni sitina weesawiyooo,Hate
daruwo denna laga thiyagena amma hesirena widiyana aththatama lejjai ithin kohomada dewiyane daruwo hadannee,Neutral 
ranjan uba oyya gon baduwa badapan oyya ganiwa pilekul than pennagana athal dena baduwak,Hate
mekige kakul dilisenne grees galada bnmeki grees yakek wela gewal walata painawata kauda kemathiiii  😆 😆 😆,Offensive 
ammapa ege mail kelinwenawa mewwa dekkama geri thambi hettha balapawko wesiyo tika gehena gehilla,Offensive 
e lamaya ge photo eka dapu eka waradi e thirisanage photo ekai pennanna one,Offensive 
badagini wela harak relata wal miti kapala gihin dahalla atakota oya enaganna eka nawttaganiivi,Hate
oya wage ayata lankawa wage rataka anagathedi thanak tiyeida kiyala kiyanna be malli budusaranai,Neutral 
oyata udaw karapu kolla mara kollek niyama manussayek namuth oyata unade gana godak dukai,Neutral 
mahinda carpet daddi ape unta onawune chandrikage kale wage walawal walata gal purawana wenasa,Neutral 
balu post dala malidata enna epa therunada thaman enne kotheneda kiyala mathaka thiyagaththoth hodai,Offensive 
boru sho munge nugath kama pennuwe nihatamanikamak nathi kalakanni kalakuwantat agawrawayak me wage un,Offensive 
oya hiru kiyana ponna chenal eka thama mukuth danne nethuwa ohe harak wage kiyaeanne,Hate
mendista katiya gehuwa wedi mathaka thiyaganin mendis thama last nd high score in world,Neutral 
meke inna chuty babage team eke mahatha ayyage name eka mokakda[bolaa maama] kiyana kenage,Neutral 
aka ratak aka neteyak gota tawa aurudu ok apeth channde dunna dukae me ballata ,Hate
uba mokedda manda bn ane manda muu ,Neutral 
kandu uda thattu gewal haduwama mehema wena eka pudumayakda ane paw,Neutral 
hadena lamainta adarasa mun lamai inna ammalada samaje pirihila me tharamata,Offensive 
ukanna wedak na uba katata denna nam odai katata ganna kiyada,Hate
e dws wala irajla stage walat naginakota kapilla damma jeshtayai kiyaganna kalakaruwonta kane parak me,Offensive 
kari hamba pakayalage vada mun okkoma bayaida koheda hamba kriyanta mun hatarapasdenek marala dammanam hari,Offensive 
me huthi me innr mecup walin wesa hukannimeki yana thana hoya ganna br patta wesi,Hate
he he pissu oy adenawa apita hamba wechcha paniwide mokakda kiyala mata hitha ganna baha,Neutral 
me noize tv eka nam tahanam karanna ona dannema oya wage ewa pawata ipaduna minissu,Neutral 
