Coment,Status
ඉස්සර නම් ලංකිකයො කියන්නෙ අනිත් මිනිස්සුන්ට හොදින් සලකන ජාතියක් දැන් කො එ මනුස්සකම්,Neutral
යහපාලනයෙන් වුනේ රට චිකාගෝවක් වෙච්ච එක විතරයි,Neutral
වීරයකු ගේ නික්ම යාම නිවන් සුව ලැබේවා,Neutral
පොලිසියට ඔක මතක තියෙන් සතියක් මම දන්නවා පොලිසියෙ අයගෙ හැටි,Neutral
මනුස්සය බේරුනානම් මාර වටිනව බේරගන්න ආපු කොල්ල සුපිරි,Neutral
දැන් වත් ඇස් ඇරපල්ලා පොලීසිය උබල දැන්වත් ඔය පාතාලේ ඉවර කර පල්ලා,Neutral
නිවන් සුව ලැබේවා මෙවන් ආකල් මරණයට ගොදුරු නොමවෙවා,Neutral
පුළුවන් ඉක්මනට අනිත් උන් වත්අවි පෙන්නන්න එක්ක යන්න,Neutral
අවසානය දුකයි එත් මෙ නිලධාරියාගේ නිර්භිත කම දැක්කම මාතරටම ආඩමිබරයි,Neutral
අනෝරා වැස්සෙ තාර දාන්නෙ ලන්කාවෙ විතරයි ටික දවසකින් රොටී වාගෙ පාර ගැලවෙනවා ඉන්ජිනේරුවන්ට වැහි කාලෙට පාරට බහින්න බෑ,Neutral
මේ දේ හැම තැනම වෙනවා බලධාරීන් නෑසුකන්ව ඉන්නවා,Neutral
ඕකෙන් වෙන්නෙ ඉතුරු ටිකත් ගැලවිලා යන එක,Neutral
අවුලක් නෑ කොමිස් එක ගානට ලැබෙනවානෙ,Neutral
පියවරුන්ගේ දිනයේ තාත්තේ උබ නැති අඩුව අවුරුදු විසි හතරක් තිස්සේ තාම දැනෙනවා ජිවිතේ විදපු දුක් අනන්තයි බැරි වෙච්ච කාලෙක මගේ ළගට වරෙන් මම බාර ගන්නවා තරහක් නෑ,Neutral
මේවා දැක්කාම පපුව පැලෙන්න දුකයි අනේ කොච්ච්ර උනත් මේ අපේ දුකට සැපට හැමදාම අපි එක්ක උන්නේ සහ ඉන්නේ මෙයලා විතරයි කිසිම අම්මෙකුට තාත්තෙකුට මෙවන් දුකක් නොවේවාජේසුගේ පිහිටයි ඔබ සියලු දෙනාට,Neutral
තම දෙමාපියන්ට නොසලකන දරුවන්ටත් අත්වන්නේ මෙ ඉරණම තමයි,Neutral
මගේ අදහස ඉතාමත් සරලව කෙටියෙන් මා කම්පනයට පත් වන්නේ ඥානසාර ස්වාමීන්වහන්සේට දඬුවම් දුන්නාට නොව අති උතුම් බුදු රජාණන් වහන්සේගේ චීවරයට නිගරු කිරීම හා දුන් දඬුවම ගැනයි,Neutral
රටට වඩාත් හානිකර කවුද,Neutral
රටකට මෙහෙම වෙන්න දෙන්න එපා අපේ රට විනාෂ වෙනවා දෙවියනේ,Neutral
නිහා ඉන්න තැනකට ඉක්මනට යන්න ලැබේවා,Neutral
හිමිනමක් වූවත් කළ වරදට දඩුවමක් ලැබිය යුතුයි නමුත් ලැබුණු දඩුවම බරපතල වැඩියි,Neutral
ගෙඞක්ම කාලයකින් ඒ ඇන්ටි සතුටක් ලබල තියෙන්නෙ පවුබන් ඇත්තටම,Neutral
අපේ රට ජාතිය අාගමට මොනවද වෙන්නෙ මෙහෙම ගියොත්,Neutral
ඔවුන් අවුරුද්දට හතර පස් වතාවක් බදිනවා අපි ජීවිත කාලෙටම එකයි,Neutral
රැල්ලට නොයා ජීවිතේ අරුත හොයන මිනිස්සු,Neutral
ඔබේ යහපත් සිතුවිලි ඔබ දෙපලට සුන්දර යුගදිවියක් හිමිකරදේවි අනිවාර්යයෙන්ම,Neutral
සුභ මංගලම් අනිවාර්යයෙන් අගය කළ යුතු දේයක් බුදු සරණයි,Neutral
මෙන්න ජීවිතය අර්ථවත්ව ගත කරන්න උත්සාහ කරන සැබෑම මිනිස්සු,Neutral
පොර චන්දෙ ඉල්ලයි වගෙ,Neutral
කවුරුත් නොකල ඒ වෙනස මමත් අගය කරන වටිනා හැබෑම වෙනසක්,Neutral
බල නොදැකපු දෙයක් කියන්නද ඔතන ඔය කොල්ලට ගහනව තව ටිකක් වෙලා ගියානම් අපේ මී හරක් හොයන්නෙ බලන්නෙ නැතුව කෙලිනව කෙල්ලෙක් නහයෙන් ඇඩුවනම්,offensive
ඔතනම එකෙක් පොකට් ගැහුවොත් තමා පට්ට සීන් එක,Neutral
තෙවරප්පෙරුම ඔතනට ආවනම් තමා මරුම සීන් එක වෙන්නෙ,Neutral
පොලිසියෙන් වැඩකට ඇති වැඩක් කලාමද මන්දා,Neutral
මරුනු ජිවිතයකට පන දුන්නු ඔබට අපගෙ උත්තමාචාරයමෙවන් විරුවන් බිහි කර ඔහුන්ගෙ දෙමාපියනට දිර්ගායු වෙවා,Neutral
ගුනධර්ම තිබෙිනමි හැම සිතකම මෙවන් සිතිවිලි එනවා හොද ආදර්ශයක් මෙිදේ අද සමාජයට,Neutral
ජනාදිපති තුමනි ඒතුමාගේ මාරැ විම අවලන්ගු කර ඒතුමා ගේ සේවය අගයන්න,Neutral
දුර්ලබ අවස්ථාව ක් ලංකාව ම මෙහෙම වෙනවනම් කොච්චර ලස්සන ද,Neutral
නියමයි සර් ලොකේට පෙන්වන්න ඔන පින්තූර ටිකක්,Neutral
රටටත් රනවිරැවන්ටත් ගෞරවය ලබා දුන් උතුමානනි තුමනි ඔබට දීර්ගායුෂ ලැබේවා,Neutral
සැබෑ වෙනස මිහිපිට දෙවිවරු තෙරුවන් සරණයි ඔබ තුමාට,Neutral
